ci_high,ci_low,dataset,gain_pct_mean,metric,n,wins
2.1492980135649526,0.9084341058555053,MHEALTH,1.3462859551561088,MSE,3,3
3.689075728306644,1.1113129363758927,MHEALTH,2.0818662529877505,MAE,3,3
1.4948167052017143,-0.6167465047701823,OPPORTUNITY,0.5817179271319787,MSE,3,2
0.2877458238327392,-0.025214466286674203,OPPORTUNITY,0.14621962422567947,MAE,3,2
1.3853070398872835,0.14216838561289175,PAMAP2,0.6524931815937751,MSE,3,3
4.2621645917362985,0.4319853654122119,PAMAP2,1.9509112219542821,MAE,3,3
