MAE,MSE,dataset,epochs,metric_path,mode,model,seed,tag
0.6635162830352783,0.8321105241775513,OPPORTUNITY,4,/root/autodl-tmp/APN/storage/results_BigData2026_v322_public_baselines_e4/OPPORTUNITY/KAFNet/local_baselines_OPPORTUNITY_kafnet_e4_s5303/300_60/2026_0524_2147/iter0/eval_2026_0524_2147/metric.json,baselines,KAFNet,5303,kafnet
0.5762729048728943,0.707112729549408,OPPORTUNITY,4,/root/autodl-tmp/APN/storage/results_BigData2026_v322_public_baselines_e4/OPPORTUNITY/tPatchGNN/local_baselines_OPPORTUNITY_tpatchgnn_e4_s5301/300_60/2026_0524_2137/iter0/eval_2026_0524_2138/metric.json,baselines,tPatchGNN,5301,tpatchgnn
0.5718290209770203,0.7145020961761475,OPPORTUNITY,4,/root/autodl-tmp/APN/storage/results_BigData2026_v322_public_baselines_e4/OPPORTUNITY/tPatchGNN/local_baselines_OPPORTUNITY_tpatchgnn_e4_s5302/300_60/2026_0524_2143/iter0/eval_2026_0524_2145/metric.json,baselines,tPatchGNN,5302,tpatchgnn
0.5810291171073914,0.7221984267234802,OPPORTUNITY,4,/root/autodl-tmp/APN/storage/results_BigData2026_v322_public_baselines_e4/OPPORTUNITY/tPatchGNN/local_baselines_OPPORTUNITY_tpatchgnn_e4_s5303/300_60/2026_0524_2150/iter0/eval_2026_0524_2151/metric.json,baselines,tPatchGNN,5303,tpatchgnn
0.5060639977455139,0.7971483469009399,PAMAP2,4,/root/autodl-tmp/APN/storage/results_BigData2026_v322_public_baselines_e4/PAMAP2/APN/local_baselines_PAMAP2_apn_e4_s5301/500_100/2026_0524_2152/iter0/eval_2026_0524_2152/metric.json,baselines,APN,5301,apn
0.504355251789093,0.7944351434707642,PAMAP2,4,/root/autodl-tmp/APN/storage/results_BigData2026_v322_public_baselines_e4/PAMAP2/APN/local_baselines_PAMAP2_apn_e4_s5302/500_100/2026_0524_2159/iter0/eval_2026_0524_2159/metric.json,baselines,APN,5302,apn
0.5019956827163696,0.7930781245231628,PAMAP2,4,/root/autodl-tmp/APN/storage/results_BigData2026_v322_public_baselines_e4/PAMAP2/APN/local_baselines_PAMAP2_apn_e4_s5303/500_100/2026_0524_2200/iter0/eval_2026_0524_2200/metric.json,baselines,APN,5303,apn
0.4939553737640381,0.7840233445167542,PAMAP2,4,/root/autodl-tmp/APN/storage/results_BigData2026_v322_public_baselines_e4/PAMAP2/GraFITi/local_baselines_PAMAP2_grafiti_e4_s5301/500_100/2026_0524_2155/iter0/eval_2026_0524_2155/metric.json,baselines,GraFITi,5301,grafiti
0.5308069586753845,0.8072112798690796,PAMAP2,4,/root/autodl-tmp/APN/storage/results_BigData2026_v322_public_baselines_e4/PAMAP2/GraFITi/local_baselines_PAMAP2_grafiti_e4_s5302/500_100/2026_0524_2200/iter0/eval_2026_0524_2201/metric.json,baselines,GraFITi,5302,grafiti
0.5021147727966309,0.7868388891220093,PAMAP2,4,/root/autodl-tmp/APN/storage/results_BigData2026_v322_public_baselines_e4/PAMAP2/GraFITi/local_baselines_PAMAP2_grafiti_e4_s5303/500_100/2026_0524_2204/iter0/eval_2026_0524_2205/metric.json,baselines,GraFITi,5303,grafiti
0.5426385402679443,0.8374181389808655,PAMAP2,4,/root/autodl-tmp/APN/storage/results_BigData2026_v322_public_baselines_e4/PAMAP2/KAFNet/local_baselines_PAMAP2_kafnet_e4_s5301/500_100/2026_0524_2154/iter0/eval_2026_0524_2154/metric.json,baselines,KAFNet,5301,kafnet
0.5194761753082275,0.8158009648323059,PAMAP2,4,/root/autodl-tmp/APN/storage/results_BigData2026_v322_public_baselines_e4/PAMAP2/KAFNet/local_baselines_PAMAP2_kafnet_e4_s5302/500_100/2026_0524_2200/iter0/eval_2026_0524_2200/metric.json,baselines,KAFNet,5302,kafnet
0.50790935754776,0.7954000234603882,PAMAP2,4,/root/autodl-tmp/APN/storage/results_BigData2026_v322_public_baselines_e4/PAMAP2/KAFNet/local_baselines_PAMAP2_kafnet_e4_s5303/500_100/2026_0524_2201/iter0/eval_2026_0524_2201/metric.json,baselines,KAFNet,5303,kafnet
0.4671899974346161,0.7567638158798218,PAMAP2,4,/root/autodl-tmp/APN/storage/results_BigData2026_v322_public_baselines_e4/PAMAP2/tPatchGNN/local_baselines_PAMAP2_tpatchgnn_e4_s5301/500_100/2026_0524_2156/iter0/eval_2026_0524_2158/metric.json,baselines,tPatchGNN,5301,tpatchgnn
0.4854542315006256,0.7651970386505127,PAMAP2,4,/root/autodl-tmp/APN/storage/results_BigData2026_v322_public_baselines_e4/PAMAP2/tPatchGNN/local_baselines_PAMAP2_tpatchgnn_e4_s5302/500_100/2026_0524_2201/iter0/eval_2026_0524_2202/metric.json,baselines,tPatchGNN,5302,tpatchgnn
0.4854542315006256,0.7651970386505127,PAMAP2,4,/root/autodl-tmp/APN/storage/results_BigData2026_v322_public_baselines_e4/PAMAP2/tPatchGNN/local_baselines_PAMAP2_tpatchgnn_e4_s5302/500_100/2026_0524_2201/iter0/eval_2026_0524_2203/metric.json,baselines,tPatchGNN,5302,tpatchgnn
0.461047887802124,0.7531895637512207,PAMAP2,4,/root/autodl-tmp/APN/storage/results_BigData2026_v322_public_baselines_e4/PAMAP2/tPatchGNN/local_baselines_PAMAP2_tpatchgnn_e4_s5303/500_100/2026_0524_2203/iter0/eval_2026_0524_2205/metric.json,baselines,tPatchGNN,5303,tpatchgnn
