MAE,MAE_gain_pct_from_means,MAE_gain_pct_seed_mean,MAE_wins,MSE,MSE_gain_pct_from_means,MSE_gain_pct_seed_mean,MSE_wins,base_MAE,base_MSE,dataset,n
0.43728675444920856,2.091523053587314,2.0818662529877505,3,0.6952887773513794,1.3497051431334404,1.3462859551561088,3,0.44662808378537494,0.7048015197118124,MHEALTH,3
0.5755312244097391,0.14674247729360956,0.14621962422567947,2,0.7104105949401855,0.5868733022387168,0.5817179271319787,2,0.5763770143191019,0.7146044174830118,OPPORTUNITY,3
0.4618656039237976,1.9873708449908802,1.9509112219542821,3,0.7534083922704061,0.6560111960250129,0.6524931815937751,3,0.4712307055791219,0.7583834727605184,PAMAP2,3
